FacilityType,FacilityNumber,FacilityName,FacilityNameProper,Licensee,FacilityAdministrator,FacilityTelephoneNumber,FacilityAddress,FacilityAddressProper,FacilityCity,FacilityCityProper,FacilityState,FacilityZip,CountyName,RegionalOffice,FacilityCapacity,FacilityStatus,LicenseFirstDate,ClosedDate,LastVisitDate,InspectionVisits,ComplaintVisits,OtherVisits,TotalVisits,InspectTypeA,InspectTypeB,OtherTypeA,OtherTypeB,ComplaintInfo,AUTO_UNIQUE_ID_2019-09-04_weverka_ChildCareCente,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,Modified
DAY CARE CENTER,343622021,NATOMAS SCHOOL READINESS-WITTER RANCH,Natomas School Readiness-Witter Ranch,"CLAUSSEN, LISA","CLAUSSEN, LISA",(916) 567-5620,3790 POPPY HILL WAY,3790 Poppy Hill Way,SACRAMENTO,Sacramento,CA,95834,SACRAMENTO,3,24,LICENSED,10/16/2017,,10/13/2017,0,0,1,1,0,0,0,0,No Complaints,349,USCGeocoder,78.1033,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,39893.31232,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.6372958,-121.5325882,Relaxed,
DAY CARE CENTER,343617465,NATOMAS SCHOOL READINESS JEFFERSON ELEMENTARY,Natomas School Readiness Jefferson Elementary,NATOMAS UNIFIED SCHOOL DISTRICT,"SMITH, CHRISTINE",(916) 567-5516,"2001 PEBBLEWOOD DRIVE, PS 1","2001 Pebblewood Drive, Ps 1",SACRAMENTO,Sacramento,CA,95833,SACRAMENTO,3,24,LICENSED,7/26/2013,,2/27/2018,1,0,0,1,0,1,0,0,No Complaints,350,USCGeocoder,15.638,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,37922.92583,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.62158314,-121.5071093,Relaxed,
DAY CARE CENTER,343616548,NATOMAS SCHOOL READINESS PRE-SCHOOL,Natomas School Readiness Pre-School,NATOMAS UNIFIED SCHOOL DISTRICT,"SHELTON, KENDRA",(916) 567-5516,2800 STONECREEK DRIVE,2800 Stonecreek Drive,SACRAMENTO,Sacramento,CA,95833,SACRAMENTO,3,24,LICENSED,3/9/2011,,4/12/2016,1,0,1,2,1,0,0,0,No Complaints,351,USCGeocoder,62.5209,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1236.218943,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.61815491,-121.4939302,Exact,
DAY CARE CENTER,343621354,"NATOMAS SCHOOL READINESS, H. ALLEN HIGHT ELEM.","Natomas School Readiness, H. Allen Hight Elem.",NATOMAS UNIFIED SCHOOL DISTRICT,"SMITH, CHRISTINE",(916) 567-5516,3200 NORTH PARK DRIVE,3200 North Park Drive,SACRAMENTO,Sacramento,CA,95835,SACRAMENTO,3,24,LICENSED,9/29/2016,,2/13/2019,0,0,3,3,0,0,0,0,No Complaints,352,USCGeocoder,390.6438,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16518.06459,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.66525393,-121.5318979,Exact,
DAY CARE CENTER,343621353,"NATOMAS SCHOOL READINESS, NATOMAS PARK ELEMENTARY","Natomas School Readiness, Natomas Park Elementary",NATOMAS UNIFIED SCHOOL DISTRICT,"SMITH, CHRISTINE",(916) 567-5516,4700 CREST DRIVE,4700 Crest Drive,SACRAMENTO,Sacramento,CA,95835,SACRAMENTO,3,24,LICENSED,9/29/2016,,3/7/2019,0,0,3,3,0,0,0,0,No Complaints,353,USCGeocoder,62.4775,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,43631.34448,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.66064496,-121.5030665,Exact,
DAY CARE CENTER,340303423,NEW HOPE PRESCHOOL,New Hope Preschool,GALT NEW HOPE ASSEMBLY OF GOD,"MAESTAS, KATY",(209) 745-9122,200 NEW HOPE ROAD,200 New Hope Road,GALT,Galt,CA,95632,SACRAMENTO,53,90,LICENSED,6/20/1980,,3/28/2018,2,1,5,8,3,3,0,2,5/28/2015,354,USCGeocoder,78.0062,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12142.38556,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.24670157,-121.3110449,Relaxed,
DAY CARE CENTER,343617168,NEW LIFE PRESCHOOL,New Life Preschool,NEW LIFE PRESCHOOL,"SAMS, REGINA",(916) 361-1611,10190 SYSTEM PARKWAY #110,10190 System Parkway #110,SACRAMENTO,Sacramento,CA,95827,SACRAMENTO,3,25,CLOSED,9/10/2012,10/17/2014,10/17/2014,0,1,0,1,0,0,0,0,10/22/2014,355,USCGeocoder,62.5467,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5904.382647,ArealInterpolationGeometricCentroid,Parcel,94.56213018,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.5637366,-121.3142876,Relaxed;Soundex,
DAY CARE CENTER,340306342,NHDF CHILD DEVELOPMENT CENTER,Nhdf Child Development Center,NATIONAL HUMAN DEVELOPMENT FOUNDATION,"COBIAN, CRISTINA",(209) 745-2817,600 A STREET,600 A Street,GALT,Galt,CA,95632,SACRAMENTO,53,60,LICENSED,9/26/1985,,9/17/2018,2,2,2,6,2,2,1,2,6/14/2018,356,USCGeocoder,78.0584,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1165.27557,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.25458089,-121.3031318,Relaxed,
DAY CARE CENTER,343614010,NHDF CHILD DEVELOPMENT CENTER - SACRAMENTO,Nhdf Child Development Center - Sacramento,NATIONAL HUMAN DEVELOPMENT FOUNDATION,"OCHOA, DEBBIE",(916) 923-1216,2224 BEAUMONT STREET,2224 Beaumont Street,SACRAMENTO,Sacramento,CA,95815,SACRAMENTO,3,68,CLOSED,1/10/2007,5/20/2019,2/19/2019,3,5,2,10,0,0,1,0,4/4/2018,357,USCGeocoder,62.3551,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1231.198114,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.60679249,-121.4481759,Exact,
DAY CARE CENTER,340319034,NICHOLAS PRESCHOOL,Nicholas Preschool,SCUSD CHILD DEVELOPMENT,ROSALIE NUGENT,(916) 433-5079,6601 STEINER DRIVE,6601 Steiner Drive,SACRAMENTO,Sacramento,CA,95823,SACRAMENTO,3,24,LICENSED,9/4/1992,,3/14/2018,3,0,2,5,0,0,0,0,No Complaints,358,USCGeocoder,78.1925,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1710.811283,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.50654786,-121.4435593,Relaxed,
DAY CARE CENTER,343622733,NICHOLS PRESCHOOL,Nichols Preschool,LODI UNIFIED SCHOOL DISTRICT,"COSTAMGNA, FLORENCE",(209) 331-7378,1301 SOUTH CRESCENT AVENUE,1301 South Crescent Avenue,LODI,Lodi,CA,95240,SACRAMENTO,53,24,LICENSED,10/12/2018,,10/9/2018,0,0,1,1,0,0,0,0,No Complaints,359,USCGeocoder,406.1706,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.1167106,-121.2843528,Exact,
DAY CARE CENTER,343610472,NORALTO PRESCHOOL CENTER,Noralto Preschool Center,TWIN RIVERS UNIFIED SCHOOL DISTRICT,"THOMPSON, DARLENE",(916) 566-1616,477 LAS PALMAS AVENUE,477 Las Palmas Avenue,SACRAMENTO,Sacramento,CA,95815,SACRAMENTO,3,72,LICENSED,11/24/2004,,10/10/2018,2,1,3,6,0,3,0,0,9/27/2018,360,USCGeocoder,93.7295,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,41669.96039,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.61983233,-121.4556907,Exact,
DAY CARE CENTER,343601803,NORTH COUNTRY STATE PRESCHOOL,North Country State Preschool,CONTINUING DEVELOPMENT INC.,JENNIFER BATEMAN-MCDOLE,(916) 332-5185,3901 LITTLE ROCK DR,3901 Little Rock Dr,ANTELOPE,Antelope,CA,95843,SACRAMENTO,3,72,LICENSED,1/22/1996,,3/26/2019,3,4,4,11,0,0,0,1,1/25/2019,361,USCGeocoder,78.1138,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15987.46719,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.70610948,-121.3739881,Relaxed,
DAY CARE CENTER,343605844,NORTHWOOD CHILD DEVELOPMENT CENTER,Northwood Child Development Center,TWIN RIVER UNIFIED SCHOOL DISTRICT,"CUNNION, ELIZABETH",(916) 263-8433,2630 TAFT STREET,2630 Taft Street,SACRAMENTO,Sacramento,CA,95815,SACRAMENTO,3,72,LICENSED,8/21/2000,,12/14/2018,2,0,0,2,0,0,0,0,No Complaints,362,USCGeocoder,62.4718,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,45352.94837,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.61369103,-121.4369098,Exact,
DAY CARE CENTER,343609744,O'BRIEN CHILD DEVELOPMENT,O'Brien Child Development,O'BRIEN CHILD DEVELOPMENT,"FARINA-RODRIGUEZ, ELIETTE",(916) 727-3000,8200 SUNRISE BLVD,8200 Sunrise Blvd,CITRUS HEIGHTS,Citrus Heights,CA,95610,SACRAMENTO,3,24,CLOSED,6/1/2004,9/1/2015,7/16/2015,0,0,2,2,0,0,3,0,No Complaints,363,USCGeocoder,78.1429,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2003.121356,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.7152174,-121.2713754,Relaxed,
DAY CARE CENTER,340306386,OAK PARK PRESCHOOL,Oak Park Preschool,"OAK PARK PRESCHOOL, INC.","ARCY, CURRIE",(916) 451-9498,3500 2ND AVENUE,3500 2Nd Avenue,SACRAMENTO,Sacramento,CA,95817,SACRAMENTO,3,34,LICENSED,12/20/1980,,8/1/2019,3,3,1,7,1,3,0,0,8/28/2019,364,USCGeocoder,250.0121,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5523201,-121.4679044,Relaxed,
DAY CARE CENTER,343621225,OAK PARK PRESCHOOL INC. II,Oak Park Preschool Inc. Ii,OAK PARK PRESCHOOL,"CURRIE, ARCY",(916) 737-7322,4036 14TH AVENUE,4036 14Th Avenue,SACRAMENTO,Sacramento,CA,95820,SACRAMENTO,3,30,LICENSED,11/16/2016,,11/16/2018,1,0,1,2,0,0,0,0,No Complaints,365,USCGeocoder,703.1507,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1532.744188,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.53935592,-121.4597658,Relaxed,
DAY CARE CENTER,340317930,OAK RIDGE PRESCHOOL,Oak Ridge Preschool,SCUSD CHILD DEVELOPMENT,REBECCA DEHR,(916) 264-4210,4501 MARTIN LUTHER KING JR.,4501 Martin Luther King Jr.,SACRAMENTO,Sacramento,CA,95820,SACRAMENTO,3,24,LICENSED,6/16/1992,,4/17/2018,2,0,0,2,0,0,0,0,No Complaints,366,USCGeocoder,187.4987,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,91.42011834,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.534007,-121.4627526,Relaxed,
DAY CARE CENTER,343614445,OAKDALE PRESCHOOL,Oakdale Preschool,TWIN RIVER UNIFIED SCHOOL DISTRICT,TABITHA THOMPSON,(916) 566-1910,3708 MYRTLE AVENUE,3708 Myrtle Avenue,NORTH HIGHLANDS,North Highlands,CA,95660,SACRAMENTO,3,24,LICENSED,8/17/2007,,8/23/2019,3,4,2,9,0,2,1,0,12/26/2014,367,USCGeocoder,109.3011,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5297.34129,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.65397132,-121.3780316,Exact,
DAY CARE CENTER,343605989,ONLY LOVE CHILDREN'S CENTER,Only Love Children'S Center,"SUAREZ, MARTA & MIGUEL","FRANCOIS, VICTORIA",(916) 920-8724,2666 HOWE AVENUE,2666 Howe Avenue,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,22,LICENSED,1/12/2001,,9/11/2018,2,2,0,4,0,1,0,0,11/26/2018,368,USCGeocoder,62.4865,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,538.2306839,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.61446699,-121.414963,Relaxed,
DAY CARE CENTER,343615845,ONLY LOVE CHILDREN'S CENTER,Only Love Children'S Center,"SUAREZ, MARTA, SUAREZ, MIGUEL","FRANCOIS, VICTORIA",(916) 920-8724,2670 HOWE AVE.,2670 Howe Ave.,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,50,LICENSED,6/4/2009,,6/17/2019,2,2,1,5,0,0,2,1,4/8/2015,369,USCGeocoder,31.2705,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1312.223523,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.6147303,-121.4149157,Relaxed,
DAY CARE CENTER,340311772,ONLY LOVE CHILDREN'S CENTER,Only Love Children'S Center,MARTA SUAREZ & MIGUEL SUAREZ,"VOROBETS, ANTONINA",(916) 920-8724,2581 HOWE AVENUE,2581 Howe Avenue,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,64,LICENSED,11/15/1988,,8/9/2019,3,5,5,13,0,0,1,1,9/11/2017,370,USCGeocoder,31.2378,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2445.157697,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.612573,-121.4159288,Relaxed,
DAY CARE CENTER,343622579,ORCHARD PRESCHOOL,Orchard Preschool,TWIN RIVERS UNIFIED SCHOOL DIST,"CUNNION, ELIZABETH",(916) 566-1616,1040 Q STREET,1040 Q Street,RIO LINDA,Rio Linda,CA,95673,SACRAMENTO,3,24,LICENSED,9/17/2018,,8/21/2018,0,0,1,1,0,0,0,0,No Complaints,371,USCGeocoder,46.929,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8422.536395,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.69813914,-121.4420356,Exact,
DAY CARE CENTER,343616864,OTTOMON STATE PRESCHOOL,Ottomon State Preschool,SAN JUAN UNIFIED SCHOOL DISTRICT,HAMMER/ FINLEY/PASCOA,(916) 986-2228,9460 OTTOMON WAY,9460 Ottomon Way,ORANGEVALE,Orangevale,CA,95662,SACRAMENTO,3,24,CLOSED,8/17/2011,12/16/2015,2/5/2013,0,0,0,0,0,0,0,0,No Complaints,372,USCGeocoder,93.7642,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1934.135897,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.69743937,-121.1997956,Exact,
DAY CARE CENTER,343612040,OUR HOUSE PRESCHOOL,Our House Preschool,"OUR HOUSE PRESCHOOL, LLC","MORENO, ANDREA",(916) 989-4013,7145 SANTA JUANITA AVE.,7145 Santa Juanita Ave.,ORANGEVALE,Orangevale,CA,95662,SACRAMENTO,3,28,LICENSED,5/21/2007,,6/28/2019,3,1,1,5,2,3,0,0,10/16/2018,373,USCGeocoder,93.9087,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2642.437737,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.69586251,-121.1951614,Relaxed,
DAY CARE CENTER,343616796,OUR LADY OF THE ASSUMPTION,Our Lady Of The Assumption,ROMAN CATHOLIC BISHOP OF SACRAMENTO,"GUTIERREZ, YESENIA",(916) 485-1504,5055 COTTAGE WAY,5055 Cottage Way,CARMICHAEL,Carmichael,CA,95608,SACRAMENTO,3,30,LICENSED,9/2/2011,,3/19/2019,2,1,2,5,1,0,1,1,12/28/2018,374,USCGeocoder,46.8775,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2331.592952,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.6029022,-121.3472484,Relaxed,
DAY CARE CENTER,340310524,PACIFIC PRESCHOOL,Pacific Preschool,SCUSD CHILD DEVELOPMENT,"PAYTON, RACQUEL",(916) 395-5324,"6201  41ST STREET, ROOM 23","6201  41St Street, Room 23",SACRAMENTO,Sacramento,CA,95824,SACRAMENTO,3,24,LICENSED,10/9/1987,,4/26/2017,1,0,0,1,0,0,0,0,No Complaints,375,USCGeocoder,578.1301,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1678.992003,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.51434247,-121.4595075,Relaxed,
DAY CARE CENTER,343609495,PARADISE PLACE PRESCHOOL INFANT TODDLER CENTER,Paradise Place Preschool Infant Toddler Center,"GRANICO, TONI","GRANICO, TONI",(916) 718-3642,8924 KIEFER BLVD.,8924 Kiefer Blvd.,SACRAMENTO,Sacramento,CA,95826,SACRAMENTO,3,24,CLOSED,10/29/2003,12/1/2017,1/6/2017,2,0,7,9,2,5,2,4,No Complaints,376,USCGeocoder,62.4971,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1226.464452,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.54679712,-121.3702133,Exact,
DAY CARE CENTER,343622068,PARADISE PRESCHOOL,Paradise Preschool,"GRANICO, TONI","GRANICO, TONI",(916) 718-3642,9000 LA RIVIERA DRIVE,9000 La Riviera Drive,SACRAMENTO,Sacramento,CA,95826,SACRAMENTO,3,24,LICENSED,12/1/2017,,6/5/2019,0,7,2,9,0,0,0,1,8/2/2019,377,USCGeocoder,78.1429,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4193.222267,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.56409291,-121.3664825,Exact,
DAY CARE CENTER,343610196,"PARK VISTA SCHOOL, INC","Park Vista School, Inc","PARK VISTA SCHOOL, INC.","MAUCH, ANNE",(916) 456-0551,1300 SUTTERVILLE RD.,1300 Sutterville Rd.,SACRAMENTO,Sacramento,CA,95822,SACRAMENTO,3,47,LICENSED,9/16/2004,,2/20/2018,2,0,0,2,0,1,0,0,No Complaints,378,USCGeocoder,218.7419,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.537837,-121.5046059,Relaxed,
DAY CARE CENTER,340321756,PARKWAY PRESCHOOL,Parkway Preschool,SCUSD CHILD DEVELOPMENT,"MORENO (WASSON), VICKY",(916) 553-4210,4720 FOREST PARKWAY,4720 Forest Parkway,SACRAMENTO,Sacramento,CA,95823,SACRAMENTO,3,48,LICENSED,4/4/1994,,2/20/2018,2,2,2,6,0,0,1,0,2/26/2018,379,USCGeocoder,78.0522,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6729.001631,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.4896841,-121.4488924,Relaxed,
DAY CARE CENTER,340319282,PASADENA STATE PRESCHOOL,Pasadena State Preschool,SAN JUAN UNIFIED SCHOOL DISTRICT,"BAGELMANN, LINDA",(916) 575-2374,4330 PASADENA AVENUE,4330 Pasadena Avenue,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,25,LICENSED,9/23/1992,,8/23/2019,2,0,0,2,0,0,0,0,No Complaints,380,USCGeocoder,62.4795,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,18035.23413,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.63726499,-121.3631662,Relaxed,
DAY CARE CENTER,340305110,PEACE LUTHERAN EARLY CHILDHOOD EDUCATION CENTER,Peace Lutheran Early Childhood Education Center,PEACE LUTHERAN CHURCH,BERNADETTE POOR,(916) 927-4060,924 SAN JUAN ROAD,924 San Juan Road,SACRAMENTO,Sacramento,CA,95834,SACRAMENTO,3,107,CLOSED,1/6/1982,10/22/2016,2/28/2013,0,0,0,0,0,0,0,0,No Complaints,381,USCGeocoder,46.8415,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6406.788187,LinearInterpolationAddressRange,StreetSegment,96.00591716,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.62809297,-121.4818823,Relaxed,
DAY CARE CENTER,343604338,PEACE PRESCHOOL,Peace Preschool,PEACE PRESBYTERIAN CHURCH,"FORTES, KIMBERLY",(916) 684-2836,9145 FRANKLIN BLVD.,9145 Franklin Blvd.,ELK GROVE,Elk Grove,CA,95758,SACRAMENTO,53,33,LICENSED,7/12/1999,,12/3/2018,3,0,0,3,0,0,0,0,No Complaints,382,USCGeocoder,171.8786,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.425711,-121.4471614,Exact,
DAY CARE CENTER,343617467,PENLEIGH CHILD DEVELOPMENT CENTER,Penleigh Child Development Center,"CAMASURA, MARIVEL","CAMASURA, MARIVEL",(916) 822-5020,1400 E STREET SUITE D & E,1400 E Street Suite D & E,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,29,LICENSED,4/2/2013,,10/19/2018,3,4,2,9,0,5,0,0,11/14/2017,383,USCGeocoder,218.7524,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5839073,-121.4853771,Relaxed,
DAY CARE CENTER,340321380,PETER BURNETT PRESCHOOL,Peter Burnett Preschool,SCUSD CHILD DEVELOPMENT,"HILL, ELAINE",(916) 277-6522,6032 36TH AVE. RM.#3,6032 36Th Ave. Rm.#3,SACRAMENTO,Sacramento,CA,95824,SACRAMENTO,3,24,LICENSED,12/21/1993,,1/9/2019,3,0,0,3,0,0,0,1,No Complaints,384,USCGeocoder,406.2413,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5208296,-121.4352337,Relaxed,
DAY CARE CENTER,340318380,PETER J. SHIELDS ELEMENTARY SCHOOL,Peter J. Shields Elementary School,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"LIVESEY, CHAUNDRA",(916) 635-5416,10434 GEORGETOWN DRIVE,10434 Georgetown Drive,RANCHO CORDOVA,Rancho Cordova,CA,95670,SACRAMENTO,3,24,LICENSED,6/22/1992,,10/18/2018,2,0,2,4,0,0,0,0,No Complaints,385,USCGeocoder,218.7435,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.6058099,-121.3010579,Relaxed,
DAY CARE CENTER,343610246,"PHOENIX SCHOOLS, THE","Phoenix Schools, The","CADENCE EDUCATION, INC.","ROCCA, MYRIAM",(916) 455-1275,4401 A STREET,4401 A Street,SACRAMENTO,Sacramento,CA,95819,SACRAMENTO,3,34,CLOSED,7/23/2004,3/7/2016,1/13/2016,1,2,2,5,1,0,2,1,7/14/2015,386,USCGeocoder,203.2033,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5780965,-121.4438693,Relaxed,
